districtid,monthid,dose 1,dose 2
TN_Ariyalur,16,46965,11172
TN_Chengalpattu,10,6223,10
TN_Chengalpattu,11,30872,3785
TN_Chengalpattu,12,112136,13157
TN_Chengalpattu,13,72151,61090
TN_Chengalpattu,14,136141,9144
TN_Chengalpattu,15,182312,44928
TN_Chengalpattu,16,183240,62384
TN_Chennai,10,27863,58
TN_Chennai,11,182754,18955
TN_Chennai,12,671850,85971
TN_Chennai,13,304673,416757
TN_Chennai,14,671498,67276
TN_Chennai,15,709598,259739
TN_Chennai,16,624309,342573
TN_Coimbatore,10,8148,14
TN_Coimbatore,11,57201,7663
TN_Coimbatore,12,191306,23341
TN_Coimbatore,13,104326,79883
TN_Coimbatore,14,250163,21852
TN_Coimbatore,15,467318,72277
TN_Coimbatore,16,480387,162442
TN_Cuddalore,10,3066,15
TN_Cuddalore,11,22676,2045
TN_Cuddalore,12,61171,7137
TN_Cuddalore,13,40012,36568
TN_Cuddalore,14,80677,9125
TN_Cuddalore,15,176131,21376
TN_Cuddalore,16,193485,38637
TN_Dharmapuri,10,5958,20
TN_Dharmapuri,11,19480,3486
TN_Dharmapuri,12,27710,4173
TN_Dharmapuri,13,24565,17783
TN_Dharmapuri,14,63229,3502
TN_Dharmapuri,15,132727,14820
TN_Dharmapuri,16,145297,24865
TN_Dindigul,10,2331,11
TN_Dindigul,11,10516,1514
TN_Dindigul,12,19844,2937
TN_Dindigul,13,21687,13708
TN_Dindigul,14,34307,4374
TN_Dindigul,15,71424,8073
TN_Dindigul,16,95006,17877
TN_Erode,10,4427,45
TN_Erode,11,16635,1774
TN_Erode,12,63647,7047
TN_Erode,13,41404,34527
TN_Erode,14,106576,6236
TN_Erode,15,244234,26427
TN_Erode,16,241460,53117
TN_Kallakurichi,10,2837,6
TN_Kallakurichi,11,10657,1558
TN_Kallakurichi,12,19671,3650
TN_Kallakurichi,13,15686,11678
TN_Kallakurichi,14,51965,2168
TN_Kallakurichi,15,105848,10063
TN_Kallakurichi,16,106419,16153
TN_Kancheepuram,10,3526,8
TN_Kancheepuram,11,10571,2465
TN_Kancheepuram,12,25560,4109
TN_Kancheepuram,13,20098,13692
TN_Kancheepuram,14,69363,3255
TN_Kancheepuram,15,85287,8471
TN_Kancheepuram,16,92306,14858
TN_Kanyakumari,10,3296,17
TN_Kanyakumari,11,18606,2411
TN_Kanyakumari,12,51732,7056
TN_Kanyakumari,13,25067,29838
TN_Kanyakumari,14,91220,5770
TN_Kanyakumari,15,158476,25426
TN_Kanyakumari,16,202496,45507
TN_Karur,10,4004,19
TN_Karur,11,9656,2356
TN_Karur,12,25573,3661
TN_Karur,13,16121,14277
TN_Karur,14,61175,2667
TN_Karur,15,97279,12073
TN_Karur,16,95419,19032
TN_Krishnagiri,10,6977,4
TN_Krishnagiri,11,33365,4267
TN_Krishnagiri,12,49115,6426
TN_Krishnagiri,13,30773,27256
TN_Krishnagiri,14,104544,7098
TN_Krishnagiri,15,186600,21975
TN_Krishnagiri,16,185587,41489
TN_Madurai,10,9777,59
TN_Madurai,11,36128,5311
TN_Madurai,12,98039,15665
TN_Madurai,13,52915,55219
TN_Madurai,14,152099,10210
TN_Madurai,15,221479,46049
TN_Madurai,16,215623,56327
TN_Nagapattinam,10,1487,7
TN_Nagapattinam,11,12548,903
TN_Nagapattinam,12,20041,3773
TN_Nagapattinam,13,15538,15893
TN_Nagapattinam,14,71132,2104
TN_Nagapattinam,15,136604,11177
TN_Nagapattinam,16,142429,25139
TN_Namakkal,10,4417,47
TN_Namakkal,11,27365,2430
TN_Namakkal,12,65384,5597
TN_Namakkal,13,34348,38472
TN_Namakkal,14,85474,8477
TN_Namakkal,15,156302,21714
TN_Namakkal,16,170085,41404
TN_Nilgiris,10,4519,1
TN_Nilgiris,11,21429,3053
TN_Nilgiris,12,58397,8030
TN_Nilgiris,13,39345,33942
TN_Nilgiris,14,46657,5814
TN_Nilgiris,15,112352,13365
TN_Nilgiris,16,109375,39003
TN_Perambalur,10,2348,2
TN_Perambalur,11,8055,1616
TN_Perambalur,12,12851,1737
TN_Perambalur,13,8004,6774
TN_Perambalur,14,28754,1234
TN_Perambalur,15,63495,7485
TN_Perambalur,16,50178,12423
TN_Pudukkottai,10,1691,13
TN_Pudukkottai,11,6793,960
TN_Pudukkottai,12,22669,2499
TN_Pudukkottai,13,15788,11890
TN_Pudukkottai,14,39369,2087
TN_Pudukkottai,15,66480,7910
TN_Pudukkottai,16,85980,12888
TN_Ramanathapuram,10,1938,8
TN_Ramanathapuram,11,5072,1161
TN_Ramanathapuram,12,10780,2744
TN_Ramanathapuram,13,11162,5068
TN_Ramanathapuram,14,29380,1742
TN_Ramanathapuram,15,71164,8216
TN_Ramanathapuram,16,69768,11396
TN_Ranipet,10,1243,3
TN_Ranipet,11,8755,601
TN_Ranipet,12,20915,2003
TN_Ranipet,13,16174,10481
TN_Ranipet,14,46250,4071
TN_Ranipet,15,89214,11975
TN_Ranipet,16,69958,15403
TN_Salem,10,12224,0
TN_Salem,11,34967,6144
TN_Salem,12,81132,13841
TN_Salem,13,40084,46055
TN_Salem,14,107215,13946
TN_Salem,15,236228,27515
TN_Salem,16,224974,55714
TN_Sivaganga,10,5884,0
TN_Sivaganga,11,11011,2429
TN_Sivaganga,12,22453,3826
TN_Sivaganga,13,21114,13912
TN_Sivaganga,14,57548,4856
TN_Sivaganga,15,115042,9920
TN_Sivaganga,16,130560,22021
TN_Tenkasi,10,1408,19
TN_Tenkasi,11,10646,748
TN_Tenkasi,12,25055,4577
TN_Tenkasi,13,15412,14208
TN_Tenkasi,14,61585,2787
TN_Tenkasi,15,99611,12834
TN_Tenkasi,16,104953,19419
TN_Thanjavur,10,6062,17
TN_Thanjavur,11,25903,4490
TN_Thanjavur,12,51520,10983
TN_Thanjavur,13,35699,29355
TN_Thanjavur,14,89292,5511
TN_Thanjavur,15,197226,19187
TN_Thanjavur,16,183828,33244
TN_Theni,10,2495,19
TN_Theni,11,8265,1718
TN_Theni,12,24334,2826
TN_Theni,13,16105,13429
TN_Theni,14,63498,3509
TN_Theni,15,112391,10540
TN_Theni,16,95230,20498
TN_Thiruvallur,10,4098,7
TN_Thiruvallur,11,23569,2220
TN_Thiruvallur,12,45705,8462
TN_Thiruvallur,13,38331,30838
TN_Thiruvallur,14,100054,4656
TN_Thiruvallur,15,152653,24949
TN_Thiruvallur,16,137629,42455
TN_Thiruvarur,10,1719,5
TN_Thiruvarur,11,7103,1146
TN_Thiruvarur,12,14649,2061
TN_Thiruvarur,13,14406,11658
TN_Thiruvarur,14,65855,2495
TN_Thiruvarur,15,116872,9495
TN_Thiruvarur,16,109587,18653
TN_Thoothukkudi,10,1786,5
TN_Thoothukkudi,11,8507,1315
TN_Thoothukkudi,12,15202,2850
TN_Thoothukkudi,13,12857,10868
TN_Thoothukkudi,14,56578,2732
TN_Thoothukkudi,15,74634,13462
TN_Thoothukkudi,16,65040,13481
TN_Tiruchirappalli,10,6616,23
TN_Tiruchirappalli,11,24378,4056
TN_Tiruchirappalli,12,95788,13304
TN_Tiruchirappalli,13,62341,44727
TN_Tiruchirappalli,14,159340,6800
TN_Tiruchirappalli,15,223878,46115
TN_Tiruchirappalli,16,220585,65652
TN_Tirunelveli,10,2907,20
TN_Tirunelveli,11,11447,1993
TN_Tirunelveli,12,29362,5438
TN_Tirunelveli,13,20597,18483
TN_Tirunelveli,14,82104,5005
TN_Tirunelveli,15,122254,18433
TN_Tirunelveli,16,105511,22693
TN_Tirupathur,10,1921,16
TN_Tirupathur,11,11550,1149
TN_Tirupathur,12,28453,4001
TN_Tirupathur,13,19908,13243
TN_Tirupathur,14,63828,3867
TN_Tirupathur,15,78855,16471
TN_Tirupathur,16,73830,18458
TN_Tiruppur,10,5227,29
TN_Tiruppur,11,16037,2908
TN_Tiruppur,12,68924,5486
TN_Tiruppur,13,31870,30264
TN_Tiruppur,14,142249,7440
TN_Tiruppur,15,230781,36457
TN_Tiruppur,16,256570,48949
TN_Tiruvannamalai,10,3068,1
TN_Tiruvannamalai,11,10118,1732
TN_Tiruvannamalai,12,17748,3598
TN_Tiruvannamalai,13,17242,11266
TN_Tiruvannamalai,14,50978,3773
TN_Tiruvannamalai,15,107469,8860
TN_Tiruvannamalai,16,160005,17568
TN_Vellore,10,8431,16
TN_Vellore,11,23439,3940
TN_Vellore,12,70406,11857
TN_Vellore,13,37526,28809
TN_Vellore,14,59428,14468
TN_Vellore,15,109499,28840
TN_Vellore,16,96142,33063
TN_Viluppuram,10,5363,15
TN_Viluppuram,11,28205,1971
TN_Viluppuram,12,44595,5025
TN_Viluppuram,13,20699,21802
TN_Viluppuram,14,67966,6799
TN_Viluppuram,15,120886,13899
TN_Viluppuram,16,148377,20904
TN_Virudhunagar,10,2416,0
TN_Virudhunagar,11,15553,1458
TN_Virudhunagar,12,37922,5886
TN_Virudhunagar,13,20793,21729
TN_Virudhunagar,14,42089,2188
TN_Virudhunagar,15,76334,16018
TN_Virudhunagar,16,65546,18983
TR_Dhalai,10,7830,0
TR_Dhalai,11,7342,4823
TR_Dhalai,12,51687,6352
TR_Dhalai,13,21974,33763
TR_Dhalai,14,13302,688
TR_Dhalai,15,106746,8840
TR_Dhalai,16,41898,9135
TR_Gomati,10,5149,25
TR_Gomati,11,7409,3818
TR_Gomati,12,55210,4286
TR_Gomati,13,23090,38232
TR_Gomati,14,25233,790
TR_Gomati,15,114195,19820
TR_Gomati,16,39576,10531
TR_Khowai,10,4248,47
TR_Khowai,11,5526,3853
TR_Khowai,12,34567,3323
TR_Khowai,13,25123,24203
TR_Khowai,14,4254,169
TR_Khowai,15,68938,11333
TR_Khowai,16,46080,15768
TR_North Tripura,10,5205,122
TR_North Tripura,11,6795,4045
TR_North Tripura,12,72137,5635
TR_North Tripura,13,26297,61541
TR_North Tripura,14,4234,433
TR_North Tripura,15,139704,7602
TR_North Tripura,16,19571,9496
TR_Sipahijala,10,7701,0
TR_Sipahijala,11,7970,4930
TR_Sipahijala,12,84275,5527
TR_Sipahijala,13,23139,39969
TR_Sipahijala,14,11087,1590
TR_Sipahijala,15,141051,33018
TR_Sipahijala,16,49701,19486
TR_South Tripura,10,7159,140
TR_South Tripura,11,14060,6958
TR_South Tripura,12,81237,10476
TR_South Tripura,13,25603,66276
TR_South Tripura,14,38785,144
TR_South Tripura,15,112113,5750
TR_South Tripura,16,18369,12194
TR_Unokoti,10,2908,0
TR_Unokoti,11,3318,2083
TR_Unokoti,12,43052,2515
TR_Unokoti,13,14680,20911
TR_Unokoti,14,4316,325
TR_Unokoti,15,69591,12564
TR_Unokoti,16,30925,9794
TR_West Tripura,10,21325,0
TR_West Tripura,11,19000,16732
TR_West Tripura,12,191884,12461
TR_West Tripura,13,73419,122639
TR_West Tripura,14,82886,7174
TR_West Tripura,15,192624,57101
TR_West Tripura,16,78199,67356
UP_Agra,10,16396,0
UP_Agra,11,30687,11455
UP_Agra,12,143019,23024
UP_Agra,13,78623,47536
UP_Agra,14,262401,9691
UP_Agra,15,306449,56223
UP_Agra,16,327325,81548
UP_Aligarh,10,12185,0
UP_Aligarh,11,22071,9305
UP_Aligarh,12,96113,15424
UP_Aligarh,13,56549,32495
UP_Aligarh,14,180263,11613
UP_Aligarh,15,173789,40668
UP_Aligarh,16,238406,45801
UP_Ambedkar Nagar,10,10016,0
UP_Ambedkar Nagar,11,11618,6521
UP_Ambedkar Nagar,12,58246,6920
UP_Ambedkar Nagar,13,22105,15917
UP_Ambedkar Nagar,14,57736,6662
UP_Ambedkar Nagar,15,159867,25589
UP_Ambedkar Nagar,16,182658,18808
UP_Amethi,10,8507,0
UP_Amethi,11,10308,6788
UP_Amethi,12,75752,10469
UP_Amethi,13,22276,17643
UP_Amethi,14,54741,4946
UP_Amethi,15,125931,16617
UP_Amethi,16,177746,41665
UP_Amroha,10,6931,0
UP_Amroha,11,7139,4214
UP_Amroha,12,48119,5755
UP_Amroha,13,20195,12353
UP_Amroha,14,57178,7010
UP_Amroha,15,117328,17846
UP_Amroha,16,135677,20900
UP_Auraiya,10,6035,0
UP_Auraiya,11,8983,4507
UP_Auraiya,12,35826,9052
UP_Auraiya,13,10922,9819
UP_Auraiya,14,36066,2766
UP_Auraiya,15,81341,14276
UP_Auraiya,16,122956,10735
UP_Ayodhya,10,13397,0
UP_Ayodhya,11,10249,9759
UP_Ayodhya,12,58231,12014
UP_Ayodhya,13,38222,17743
UP_Ayodhya,14,107898,7132
UP_Ayodhya,15,164988,23488
UP_Ayodhya,16,166689,39553
UP_Azamgarh,10,15908,0
UP_Azamgarh,11,19548,11003
UP_Azamgarh,12,109773,12468
UP_Azamgarh,13,38912,23486
UP_Azamgarh,14,184884,10948
UP_Azamgarh,15,302346,49266
UP_Azamgarh,16,358730,54034
UP_Baghpat,10,5629,0
UP_Baghpat,11,8572,4417
UP_Baghpat,12,72351,3994
UP_Baghpat,13,31426,19121
UP_Baghpat,14,102469,5354
UP_Baghpat,15,132850,21275
UP_Baghpat,16,116712,34483
UP_Bahraich,10,11797,0
UP_Bahraich,11,24141,9804
UP_Bahraich,12,147288,14093
UP_Bahraich,13,26949,36230
UP_Bahraich,14,129910,7430
UP_Bahraich,15,309492,28651
UP_Bahraich,16,289144,33641
UP_Ballia,10,8416,0
UP_Ballia,11,14542,6642
UP_Ballia,12,77661,12353
UP_Ballia,13,46871,24790
UP_Ballia,14,55633,8732
UP_Ballia,15,127420,28283
UP_Ballia,16,203155,36843
UP_Balrampur,10,11134,0
UP_Balrampur,11,16742,8892
UP_Balrampur,12,99920,5667
UP_Balrampur,13,38067,27548
UP_Balrampur,14,68455,9830
UP_Balrampur,15,133760,27822
UP_Balrampur,16,181193,30352
UP_Banda,10,6172,0
UP_Banda,11,7948,4499
UP_Banda,12,57707,6809
UP_Banda,13,15128,10040
UP_Banda,14,65359,1833
UP_Banda,15,116239,11468
UP_Banda,16,146349,16183
UP_Barabanki,10,17686,0
UP_Barabanki,11,14942,14372
UP_Barabanki,12,74585,10030
UP_Barabanki,13,28851,19728
UP_Barabanki,14,140691,7686
UP_Barabanki,15,241977,22304
UP_Barabanki,16,240901,25220
UP_Bareilly,10,24433,0
UP_Bareilly,11,23881,17705
UP_Bareilly,12,147743,18487
UP_Bareilly,13,98982,43557
UP_Bareilly,14,228047,21666
UP_Bareilly,15,250921,49673
UP_Bareilly,16,296969,73382
UP_Basti,10,12888,0
UP_Basti,11,12873,8549
UP_Basti,12,103802,11013
UP_Basti,13,26553,17065
UP_Basti,14,117536,2296
UP_Basti,15,189583,30281
UP_Basti,16,203512,31951
UP_Bhadohi,10,4971,0
UP_Bhadohi,11,5907,3518
UP_Bhadohi,12,62819,3042
UP_Bhadohi,13,23532,18679
UP_Bhadohi,14,52230,4503
UP_Bhadohi,15,112580,15466
UP_Bhadohi,16,120171,19590
UP_Bijnor,10,14315,0
UP_Bijnor,11,17433,10004
UP_Bijnor,12,103554,20599
UP_Bijnor,13,38802,25439
UP_Bijnor,14,130490,11171
UP_Bijnor,15,269482,39083
UP_Bijnor,16,289268,46517
UP_Budaun,10,11558,0
UP_Budaun,11,16242,8313
UP_Budaun,12,109114,8505
UP_Budaun,13,36872,20985
UP_Budaun,14,48939,6049
UP_Budaun,15,117974,22214
UP_Budaun,16,194685,30603
UP_Bulandshahr,10,15857,0
UP_Bulandshahr,11,26449,10199
UP_Bulandshahr,12,96680,19031
UP_Bulandshahr,13,52408,36282
UP_Bulandshahr,14,197581,13603
UP_Bulandshahr,15,318539,41340
UP_Bulandshahr,16,316708,45592
UP_Chandauli,10,6096,0
UP_Chandauli,11,11154,4477
UP_Chandauli,12,54933,7094
UP_Chandauli,13,26245,13043
UP_Chandauli,14,49166,3676
UP_Chandauli,15,108391,15227
UP_Chandauli,16,159645,17075
UP_Chitrakoot,10,3383,0
UP_Chitrakoot,11,5059,2048
UP_Chitrakoot,12,28565,3878
UP_Chitrakoot,13,10121,4516
UP_Chitrakoot,14,21124,580
UP_Chitrakoot,15,83812,4824
UP_Chitrakoot,16,108409,8477
UP_Deoria,10,12388,0
UP_Deoria,11,15540,9714
UP_Deoria,12,93917,10857
UP_Deoria,13,39664,25716
UP_Deoria,14,73623,7150
UP_Deoria,15,184752,32363
UP_Deoria,16,210168,48878
UP_Etah,10,6788,0
UP_Etah,11,9870,4625
UP_Etah,12,42056,6048
UP_Etah,13,15480,9352
UP_Etah,14,37235,2014
UP_Etah,15,99739,13307
UP_Etah,16,135879,17897
UP_Etawah,10,9715,0
UP_Etawah,11,11029,6685
UP_Etawah,12,53283,9293
UP_Etawah,13,15447,12589
UP_Etawah,14,43041,4669
UP_Etawah,15,100691,14064
UP_Etawah,16,130574,16349
UP_Farrukhabad,10,6070,0
UP_Farrukhabad,11,11881,3365
UP_Farrukhabad,12,55067,11569
UP_Farrukhabad,13,18980,20591
UP_Farrukhabad,14,42020,4047
UP_Farrukhabad,15,102540,10144
UP_Farrukhabad,16,142755,16265
UP_Fatehpur,10,10814,0
UP_Fatehpur,11,14817,8813
UP_Fatehpur,12,78985,12307
UP_Fatehpur,13,19982,15614
UP_Fatehpur,14,43854,6871
UP_Fatehpur,15,156551,22045
UP_Fatehpur,16,254665,33553
UP_Firozabad,10,8073,0
UP_Firozabad,11,14005,4304
UP_Firozabad,12,73941,10650
UP_Firozabad,13,39788,16228
UP_Firozabad,14,81821,5852
UP_Firozabad,15,113875,18705
UP_Firozabad,16,208985,31384
UP_Gautam Buddha Nagar,10,20178,0
UP_Gautam Buddha Nagar,11,26094,13178
UP_Gautam Buddha Nagar,12,166472,16350
UP_Gautam Buddha Nagar,13,111055,63408
UP_Gautam Buddha Nagar,14,454318,16687
UP_Gautam Buddha Nagar,15,388902,106107
UP_Gautam Buddha Nagar,16,266943,144641
UP_Ghaziabad,10,21020,2
UP_Ghaziabad,11,25698,14867
UP_Ghaziabad,12,172944,18217
UP_Ghaziabad,13,108542,54381
UP_Ghaziabad,14,321024,21425
UP_Ghaziabad,15,351049,100221
UP_Ghaziabad,16,367118,108706
UP_Ghazipur,10,11371,0
UP_Ghazipur,11,19007,8336
UP_Ghazipur,12,79354,10330
UP_Ghazipur,13,31973,24565
UP_Ghazipur,14,137311,8877
UP_Ghazipur,15,241026,31001
UP_Ghazipur,16,322332,32623
UP_Gonda,10,14118,0
UP_Gonda,11,18893,10547
UP_Gonda,12,89136,8508
UP_Gonda,13,48292,21997
UP_Gonda,14,221845,13181
UP_Gonda,15,290301,31678
UP_Gonda,16,315064,43989
UP_Gorakhpur,10,20765,0
UP_Gorakhpur,11,33471,14424
UP_Gorakhpur,12,145992,14978
UP_Gorakhpur,13,100120,46477
UP_Gorakhpur,14,247447,25728
UP_Gorakhpur,15,351247,65272
UP_Gorakhpur,16,339604,88440
UP_Hamirpur,10,5696,0
UP_Hamirpur,11,4493,4611
UP_Hamirpur,12,51824,3871
UP_Hamirpur,13,19200,8761
UP_Hamirpur,14,40865,2802
UP_Hamirpur,15,93727,11448
UP_Hamirpur,16,98936,17639
UP_Hapur,10,6091,0
UP_Hapur,11,7375,4979
UP_Hapur,12,47357,4806
UP_Hapur,13,23247,12847
UP_Hapur,14,56200,4504
UP_Hapur,15,103700,22406
UP_Hapur,16,116416,22283
UP_Hardoi,10,14403,0
UP_Hardoi,11,18042,10439
UP_Hardoi,12,88134,15016
UP_Hardoi,13,26845,18462
UP_Hardoi,14,66121,5834
UP_Hardoi,15,278594,21805
UP_Hardoi,16,345137,31762
UP_Hathras,10,6628,0
UP_Hathras,11,6842,3921
UP_Hathras,12,65097,5715
UP_Hathras,13,20075,14568
UP_Hathras,14,47020,2654
UP_Hathras,15,100816,19300
UP_Hathras,16,140436,22244
UP_Jalaun,10,6626,0
UP_Jalaun,11,9472,4075
UP_Jalaun,12,58641,5742
UP_Jalaun,13,21585,11653
UP_Jalaun,14,74858,1887
UP_Jalaun,15,130066,19509
UP_Jalaun,16,121700,23369
UP_Jaunpur,10,14328,0
UP_Jaunpur,11,22756,11782
UP_Jaunpur,12,144526,8833
UP_Jaunpur,13,56017,47319
UP_Jaunpur,14,75344,10764
UP_Jaunpur,15,279615,44160
UP_Jaunpur,16,366117,60667
UP_Jhansi,10,12573,0
UP_Jhansi,11,14105,8826
UP_Jhansi,12,59570,11091
UP_Jhansi,13,35292,21939
UP_Jhansi,14,121667,2985
UP_Jhansi,15,136748,35619
UP_Jhansi,16,181588,38197
UP_Kannauj,10,6754,0
UP_Kannauj,11,7142,5042
UP_Kannauj,12,39308,6889
UP_Kannauj,13,8934,7601
UP_Kannauj,14,46721,1351
UP_Kannauj,15,134056,10146
UP_Kannauj,16,141478,10104
UP_Kanpur Dehat,10,7332,0
UP_Kanpur Dehat,11,11088,5174
UP_Kanpur Dehat,12,61061,8832
UP_Kanpur Dehat,13,14696,12400
UP_Kanpur Dehat,14,51876,3289
UP_Kanpur Dehat,15,100187,14324
UP_Kanpur Dehat,16,147051,14748
UP_Kanpur Nagar,10,18136,0
UP_Kanpur Nagar,11,28738,10674
UP_Kanpur Nagar,12,173052,25339
UP_Kanpur Nagar,13,124017,52408
UP_Kanpur Nagar,14,264178,27774
UP_Kanpur Nagar,15,240259,76827
UP_Kanpur Nagar,16,282089,97284
UP_Kasganj,10,5562,0
UP_Kasganj,11,6917,4449
UP_Kasganj,12,40637,6241
UP_Kasganj,13,9917,7352
UP_Kasganj,14,24220,2522
UP_Kasganj,15,76933,9325
UP_Kasganj,16,122584,13112
UP_Kaushambi,10,5573,0
UP_Kaushambi,11,9854,4645
UP_Kaushambi,12,43869,5663
UP_Kaushambi,13,11525,9376
UP_Kaushambi,14,30801,2963
UP_Kaushambi,15,84144,11142
UP_Kaushambi,16,110874,20166
UP_Kushinagar,10,11687,0
UP_Kushinagar,11,16413,8477
UP_Kushinagar,12,93968,12876
UP_Kushinagar,13,45437,22370
UP_Kushinagar,14,70441,11800
UP_Kushinagar,15,188482,30376
UP_Kushinagar,16,271670,53062
UP_Lakhimpur Kheri,10,13502,0
UP_Lakhimpur Kheri,11,19422,8751
UP_Lakhimpur Kheri,12,93880,11588
UP_Lakhimpur Kheri,13,22044,16761
UP_Lakhimpur Kheri,14,89697,7905
UP_Lakhimpur Kheri,15,226543,25465
UP_Lakhimpur Kheri,16,272716,25226
UP_Lalitpur,10,4478,0
UP_Lalitpur,11,10029,3502
UP_Lalitpur,12,43036,3120
UP_Lalitpur,13,9349,6544
UP_Lalitpur,14,25872,2609
UP_Lalitpur,15,85734,8091
UP_Lalitpur,16,111372,10489
UP_Lucknow,10,40865,0
UP_Lucknow,11,55276,30108
UP_Lucknow,12,273621,46829
UP_Lucknow,13,144915,100954
UP_Lucknow,14,408117,41041
UP_Lucknow,15,368640,149739
UP_Lucknow,16,422538,179010
UP_Maharajganj,10,10840,0
UP_Maharajganj,11,10636,6772
UP_Maharajganj,12,83718,7183
UP_Maharajganj,13,29161,21364
UP_Maharajganj,14,45474,4268
UP_Maharajganj,15,165889,18044
UP_Maharajganj,16,186940,39219
UP_Mahoba,10,3132,0
UP_Mahoba,11,4824,2429
UP_Mahoba,12,61203,4285
UP_Mahoba,13,15281,9352
UP_Mahoba,14,35751,2198
UP_Mahoba,15,82170,11710
UP_Mahoba,16,100953,18501
UP_Mainpuri,10,9663,0
UP_Mainpuri,11,9730,7143
UP_Mainpuri,12,62594,4311
UP_Mainpuri,13,12744,10350
UP_Mainpuri,14,29842,3640
UP_Mainpuri,15,94245,14347
UP_Mainpuri,16,155416,17422
UP_Mathura,10,11833,0
UP_Mathura,11,22221,8381
UP_Mathura,12,86802,6793
UP_Mathura,13,58650,28376
UP_Mathura,14,156957,16150
UP_Mathura,15,197170,35615
UP_Mathura,16,177861,49676
UP_Mau,10,9103,0
UP_Mau,11,10587,6921
UP_Mau,12,51012,6521
UP_Mau,13,26448,17695
UP_Mau,14,45870,6061
UP_Mau,15,121030,26538
UP_Mau,16,170074,27451
UP_Meerut,10,19487,0
UP_Meerut,11,31251,14127
UP_Meerut,12,172903,18463
UP_Meerut,13,124785,54221
UP_Meerut,14,283921,29974
UP_Meerut,15,270782,95869
UP_Meerut,16,295166,102989
UP_Mirzapur,10,10964,0
UP_Mirzapur,11,19665,8549
UP_Mirzapur,12,82884,7532
UP_Mirzapur,13,35255,24087
UP_Mirzapur,14,133901,5802
UP_Mirzapur,15,207538,26608
UP_Mirzapur,16,210300,33361
UP_Moradabad,10,18663,0
UP_Moradabad,11,16761,13410
UP_Moradabad,12,90907,12468
UP_Moradabad,13,41901,22020
UP_Moradabad,14,167861,7665
UP_Moradabad,15,151874,44869
UP_Moradabad,16,189419,52375
UP_Muzaffarnagar,10,7856,0
UP_Muzaffarnagar,11,19196,5859
UP_Muzaffarnagar,12,94574,11577
UP_Muzaffarnagar,13,35134,27545
UP_Muzaffarnagar,14,115276,10256
UP_Muzaffarnagar,15,209549,35318
UP_Muzaffarnagar,16,215201,33970
UP_Pilibhit,10,8849,0
UP_Pilibhit,11,9012,6321
UP_Pilibhit,12,96724,7165
UP_Pilibhit,13,42290,22599
UP_Pilibhit,14,47363,8133
UP_Pilibhit,15,109410,17080
UP_Pilibhit,16,159296,26834
UP_Pratapgarh,10,11162,0
UP_Pratapgarh,11,13424,7200
UP_Pratapgarh,12,78102,10673
UP_Pratapgarh,13,36100,22290
UP_Pratapgarh,14,58184,13108
UP_Pratapgarh,15,139817,22255
UP_Pratapgarh,16,235060,30292
UP_Prayagraj,10,27490,0
UP_Prayagraj,11,35776,18718
UP_Prayagraj,12,169370,30682
UP_Prayagraj,13,107261,46279
UP_Prayagraj,14,232044,24961
UP_Prayagraj,15,243764,66901
UP_Prayagraj,16,338020,90979
UP_Rae Bareli,10,11131,0
UP_Rae Bareli,11,13014,7784
UP_Rae Bareli,12,85540,7006
UP_Rae Bareli,13,14918,12233
UP_Rae Bareli,14,44663,3728
UP_Rae Bareli,15,126622,22616
UP_Rae Bareli,16,202502,27428
UP_Rampur,10,8447,0
UP_Rampur,11,11402,6383
UP_Rampur,12,59735,10453
UP_Rampur,13,23967,15115
UP_Rampur,14,36828,5976
UP_Rampur,15,104948,13787
UP_Rampur,16,155479,27478
UP_Saharanpur,10,13463,0
UP_Saharanpur,11,21633,10695
UP_Saharanpur,12,113551,8384
UP_Saharanpur,13,72155,35513
UP_Saharanpur,14,221388,6649
UP_Saharanpur,15,265826,58985
UP_Saharanpur,16,232292,75018
UP_Sambhal,10,6076,0
UP_Sambhal,11,9794,3579
UP_Sambhal,12,49812,7204
UP_Sambhal,13,23213,11456
UP_Sambhal,14,31043,5331
UP_Sambhal,15,97720,13882
UP_Sambhal,16,161593,22387
UP_Sant Kabir Nagar,10,7166,0
UP_Sant Kabir Nagar,11,7194,5338
UP_Sant Kabir Nagar,12,44700,5066
UP_Sant Kabir Nagar,13,19727,11840
UP_Sant Kabir Nagar,14,34496,2413
UP_Sant Kabir Nagar,15,76194,12612
UP_Sant Kabir Nagar,16,122685,16557
UP_Shahjahanpur,10,14150,0
UP_Shahjahanpur,11,16702,10238
UP_Shahjahanpur,12,95218,11662
UP_Shahjahanpur,13,39025,19152
UP_Shahjahanpur,14,109398,7052
UP_Shahjahanpur,15,144622,23053
UP_Shahjahanpur,16,192915,33688
UP_Shamli,10,4141,0
UP_Shamli,11,10367,2810
UP_Shamli,12,39212,7000
UP_Shamli,13,26316,10402
UP_Shamli,14,48343,5434
UP_Shamli,15,85438,17429
UP_Shamli,16,105439,21750
UP_Shrawasti,10,4929,0
UP_Shrawasti,11,4883,4150
UP_Shrawasti,12,33659,3176
UP_Shrawasti,13,8927,7280
UP_Shrawasti,14,46367,2226
UP_Shrawasti,15,119667,7208
UP_Shrawasti,16,104689,11320
UP_Siddharthnagar,10,12601,0
UP_Siddharthnagar,11,14826,10224
UP_Siddharthnagar,12,105046,8719
