districtid,monthid,dose 1,dose 2
JH_Dumka,13,10974,13095
JH_Dumka,14,60735,3658
JH_Dumka,15,71960,14892
JH_Dumka,16,110544,27967
JH_East Singhbhum,10,11498,128
JH_East Singhbhum,11,22551,8722
JH_East Singhbhum,12,156962,18559
JH_East Singhbhum,13,78585,38762
JH_East Singhbhum,14,152343,22353
JH_East Singhbhum,15,196608,81132
JH_East Singhbhum,16,152337,101880
JH_Garhwa,10,9862,107
JH_Garhwa,11,9883,5861
JH_Garhwa,12,57510,6738
JH_Garhwa,13,17441,9501
JH_Garhwa,14,60626,5003
JH_Garhwa,15,70142,17846
JH_Garhwa,16,68629,14777
JH_Giridih,10,12052,131
JH_Giridih,11,16415,8613
JH_Giridih,12,118474,8314
JH_Giridih,13,22062,18264
JH_Giridih,14,74134,3225
JH_Giridih,15,161164,24663
JH_Giridih,16,172140,34826
JH_Godda,10,6618,115
JH_Godda,11,8056,3797
JH_Godda,12,59074,6378
JH_Godda,13,8917,9033
JH_Godda,14,72712,3398
JH_Godda,15,123780,18831
JH_Godda,16,102103,23565
JH_Gumla,10,6734,100
JH_Gumla,11,5611,4411
JH_Gumla,12,71302,3778
JH_Gumla,13,10877,5926
JH_Gumla,14,53500,5975
JH_Gumla,15,67931,14691
JH_Gumla,16,62410,27112
JH_Hazaribagh,10,10119,100
JH_Hazaribagh,11,14263,6372
JH_Hazaribagh,12,106076,9910
JH_Hazaribagh,13,23823,16359
JH_Hazaribagh,14,90463,10205
JH_Hazaribagh,15,125351,32696
JH_Hazaribagh,16,126909,37507
JH_Jamtara,10,3581,57
JH_Jamtara,11,4898,3097
JH_Jamtara,12,50189,3927
JH_Jamtara,13,11269,9493
JH_Jamtara,14,39610,2170
JH_Jamtara,15,55342,11316
JH_Jamtara,16,74045,21911
JH_Khunti,10,5378,58
JH_Khunti,11,7832,2932
JH_Khunti,12,41720,5689
JH_Khunti,13,5164,4064
JH_Khunti,14,29989,3171
JH_Khunti,15,40653,10280
JH_Khunti,16,22448,18800
JH_Koderma,10,3781,100
JH_Koderma,11,3026,3046
JH_Koderma,12,48613,2076
JH_Koderma,13,10207,6271
JH_Koderma,14,49982,1902
JH_Koderma,15,84666,12251
JH_Koderma,16,63712,23992
JH_Latehar,10,5945,139
JH_Latehar,11,5485,4445
JH_Latehar,12,38714,3887
JH_Latehar,13,9369,5075
JH_Latehar,14,29661,1019
JH_Latehar,15,49024,8478
JH_Latehar,16,32019,11311
JH_Lohardaga,10,3109,78
JH_Lohardaga,11,4418,2152
JH_Lohardaga,12,37281,2693
JH_Lohardaga,13,4633,4584
JH_Lohardaga,14,27238,1269
JH_Lohardaga,15,40330,8224
JH_Lohardaga,16,19815,8977
JH_Pakur,10,4281,60
JH_Pakur,11,14289,3113
JH_Pakur,12,34230,3450
JH_Pakur,13,11177,8611
JH_Pakur,14,47282,5526
JH_Pakur,15,66827,8063
JH_Pakur,16,57356,10854
JH_Palamu,10,10093,131
JH_Palamu,11,11985,8443
JH_Palamu,12,131992,8078
JH_Palamu,13,25477,17445
JH_Palamu,14,81083,9915
JH_Palamu,15,124942,32400
JH_Palamu,16,124457,34308
JH_Ramgarh,10,6069,108
JH_Ramgarh,11,5286,4091
JH_Ramgarh,12,50603,4295
JH_Ramgarh,13,26742,11614
JH_Ramgarh,14,49317,6291
JH_Ramgarh,15,59027,19052
JH_Ramgarh,16,75552,26126
JH_Ranchi,10,22108,37
JH_Ranchi,11,37979,14321
JH_Ranchi,12,159334,24775
JH_Ranchi,13,66081,46711
JH_Ranchi,14,158670,22971
JH_Ranchi,15,173378,69915
JH_Ranchi,16,207893,84595
JH_Sahibganj,10,5934,83
JH_Sahibganj,11,7221,3240
JH_Sahibganj,12,31700,3283
JH_Sahibganj,13,10585,6819
JH_Sahibganj,14,53590,2478
JH_Sahibganj,15,75663,11801
JH_Sahibganj,16,79220,15840
JH_Saraikela-Kharsawan,10,6342,75
JH_Saraikela-Kharsawan,11,5545,4682
JH_Saraikela-Kharsawan,12,60451,4979
JH_Saraikela-Kharsawan,13,23462,11526
JH_Saraikela-Kharsawan,14,48309,5567
JH_Saraikela-Kharsawan,15,59384,14663
JH_Saraikela-Kharsawan,16,73330,26182
JH_Simdega,10,4396,72
JH_Simdega,11,5019,3082
JH_Simdega,12,36838,3472
JH_Simdega,13,7540,2926
JH_Simdega,14,37856,1770
JH_Simdega,15,64650,9613
JH_Simdega,16,40860,13177
JH_West Singhbhum,10,9846,59
JH_West Singhbhum,11,12025,12040
JH_West Singhbhum,12,80297,5795
JH_West Singhbhum,13,24845,15876
JH_West Singhbhum,14,50338,5193
JH_West Singhbhum,15,110887,20540
JH_West Singhbhum,16,85276,24284
JK_Anantnag,10,6621,20
JK_Anantnag,11,13452,3682
JK_Anantnag,12,55692,6185
JK_Anantnag,13,69356,12926
JK_Anantnag,14,77445,987
JK_Anantnag,15,87902,23631
JK_Anantnag,16,63055,49438
JK_Bandipora,10,3254,17
JK_Bandipora,11,2824,1087
JK_Bandipora,12,22121,3603
JK_Bandipora,13,45118,5855
JK_Bandipora,14,18048,1676
JK_Bandipora,15,35847,10334
JK_Bandipora,16,22198,17443
JK_Baramulla,10,8695,16
JK_Baramulla,11,19009,2691
JK_Baramulla,12,108973,13041
JK_Baramulla,13,62279,29784
JK_Baramulla,14,80991,2783
JK_Baramulla,15,79073,19010
JK_Baramulla,16,57950,51051
JK_Budgam,10,9141,16
JK_Budgam,11,11864,3995
JK_Budgam,12,65266,9272
JK_Budgam,13,66674,15638
JK_Budgam,14,54784,1882
JK_Budgam,15,51022,14782
JK_Budgam,16,47383,52218
JK_Doda,10,4090,13
JK_Doda,11,11256,1872
JK_Doda,12,23344,7182
JK_Doda,13,27809,13670
JK_Doda,14,27565,1124
JK_Doda,15,42971,5232
JK_Doda,16,64443,13930
JK_Ganderbal,10,3620,19
JK_Ganderbal,11,4186,793
JK_Ganderbal,12,32598,3021
JK_Ganderbal,13,35144,9783
JK_Ganderbal,14,10247,541
JK_Ganderbal,15,25118,9487
JK_Ganderbal,16,27795,18959
JK_Jammu,10,18826,86
JK_Jammu,11,52799,10479
JK_Jammu,12,187743,30654
JK_Jammu,13,172459,85340
JK_Jammu,14,90931,22506
JK_Jammu,15,79155,51641
JK_Jammu,16,104652,125038
JK_Kathua,10,5594,6
JK_Kathua,11,12160,3180
JK_Kathua,12,52619,4877
JK_Kathua,13,61467,22108
JK_Kathua,14,49674,925
JK_Kathua,15,54494,15547
JK_Kathua,16,69595,35571
JK_Kishtwar,10,1994,30
JK_Kishtwar,11,5770,976
JK_Kishtwar,12,12882,4422
JK_Kishtwar,13,22881,5856
JK_Kishtwar,14,10894,771
JK_Kishtwar,15,35767,5057
JK_Kishtwar,16,13965,12853
JK_Kulgam,10,3892,41
JK_Kulgam,11,7421,1586
JK_Kulgam,12,25622,5016
JK_Kulgam,13,48113,5159
JK_Kulgam,14,23631,962
JK_Kulgam,15,60589,12634
JK_Kulgam,16,43297,35392
JK_Kupwara,10,5770,4
JK_Kupwara,11,11005,2063
JK_Kupwara,12,22675,7162
JK_Kupwara,13,35703,7754
JK_Kupwara,14,48212,2119
JK_Kupwara,15,114887,10210
JK_Kupwara,16,121776,32301
JK_Pulwama,10,6416,8
JK_Pulwama,11,14482,2107
JK_Pulwama,12,29396,7414
JK_Pulwama,13,46461,11984
JK_Pulwama,14,41040,2264
JK_Pulwama,15,63985,11645
JK_Pulwama,16,47818,35216
JK_Punch,10,3707,0
JK_Punch,11,6936,2433
JK_Punch,12,30969,4178
JK_Punch,13,37611,9495
JK_Punch,14,33366,1312
JK_Punch,15,67068,6537
JK_Punch,16,73866,21060
JK_Rajouri,10,5327,97
JK_Rajouri,11,11555,2454
JK_Rajouri,12,34566,6461
JK_Rajouri,13,42875,13125
JK_Rajouri,14,73354,1042
JK_Rajouri,15,92280,11723
JK_Rajouri,16,51053,23678
JK_Ramban,10,2655,63
JK_Ramban,11,3093,1043
JK_Ramban,12,26352,3417
JK_Ramban,13,25180,13612
JK_Ramban,14,13537,1069
JK_Ramban,15,58880,9490
JK_Ramban,16,34732,19776
JK_Reasi,10,3577,46
JK_Reasi,11,5929,1799
JK_Reasi,12,22108,4384
JK_Reasi,13,28050,7603
JK_Reasi,14,24222,260
JK_Reasi,15,55971,7115
JK_Reasi,16,42858,16174
JK_Samba,10,3916,46
JK_Samba,11,10811,2525
JK_Samba,12,33563,4427
JK_Samba,13,41846,13940
JK_Samba,14,6568,639
JK_Samba,15,38428,14495
JK_Samba,16,57291,28108
JK_Shopiyan,10,2649,60
JK_Shopiyan,11,4423,1155
JK_Shopiyan,12,23656,2766
JK_Shopiyan,13,36891,6149
JK_Shopiyan,14,1487,601
JK_Shopiyan,15,24761,8506
JK_Shopiyan,16,26415,23198
JK_Srinagar,10,13227,0
JK_Srinagar,11,24119,6175
JK_Srinagar,12,29332,15880
JK_Srinagar,13,95800,14064
JK_Srinagar,14,98551,13894
JK_Srinagar,15,134539,26356
JK_Srinagar,16,94377,52065
JK_Udhampur,10,5322,134
JK_Udhampur,11,11842,3733
JK_Udhampur,12,43134,6887
JK_Udhampur,13,53857,16986
JK_Udhampur,14,58173,690
JK_Udhampur,15,64917,16734
JK_Udhampur,16,69920,34120
KA_Bagalkote,10,7353,0
KA_Bagalkote,11,13509,5434
KA_Bagalkote,12,167920,5650
KA_Bagalkote,13,56539,41649
KA_Bagalkote,14,103361,39663
KA_Bagalkote,15,179014,51054
KA_Bagalkote,16,138555,42046
KA_Ballari,10,13565,3
KA_Ballari,11,21121,10312
KA_Ballari,12,233253,9986
KA_Ballari,13,112002,72257
KA_Ballari,14,140831,34105
KA_Ballari,15,251085,58590
KA_Ballari,16,199650,97561
KA_Belagavi,10,29092,0
KA_Belagavi,11,28561,24269
KA_Belagavi,12,310337,14394
KA_Belagavi,13,190031,91331
KA_Belagavi,14,163053,15000
KA_Belagavi,15,467715,98883
KA_Belagavi,16,418084,197364
KA_Bengaluru Rural,10,6262,0
KA_Bengaluru Rural,11,12751,4632
KA_Bengaluru Rural,12,66336,5912
KA_Bengaluru Rural,13,63383,31391
KA_Bengaluru Rural,14,90108,9710
KA_Bengaluru Rural,15,127471,22333
KA_Bengaluru Rural,16,76279,44368
KA_Bengaluru Urban,10,85514,0
KA_Bengaluru Urban,11,124502,58334
KA_Bengaluru Urban,12,831191,73160
KA_Bengaluru Urban,13,513101,398420
KA_Bengaluru Urban,14,1897432,120045
KA_Bengaluru Urban,15,1731772,567795
KA_Bengaluru Urban,16,1086414,613948
KA_Bidar,10,7278,0
KA_Bidar,11,12347,5277
KA_Bidar,12,112692,5123
KA_Bidar,13,72437,54732
KA_Bidar,14,116333,12774
KA_Bidar,15,158262,24660
KA_Bidar,16,128208,48721
KA_Chamarajanagara,10,4458,0
KA_Chamarajanagara,11,4769,3224
KA_Chamarajanagara,12,91220,3038
KA_Chamarajanagara,13,48911,21119
KA_Chamarajanagara,14,58724,11773
KA_Chamarajanagara,15,90625,23134
KA_Chamarajanagara,16,102296,47295
KA_Chikkaballapura,10,9104,0
KA_Chikkaballapura,11,6066,5897
KA_Chikkaballapura,12,115324,3159
KA_Chikkaballapura,13,95550,37563
KA_Chikkaballapura,14,57443,11875
KA_Chikkaballapura,15,142074,31352
KA_Chikkaballapura,16,87114,66113
KA_Chikkamagaluru,10,8167,0
KA_Chikkamagaluru,11,12396,5944
KA_Chikkamagaluru,12,112124,4736
KA_Chikkamagaluru,13,55859,38993
KA_Chikkamagaluru,14,75033,7189
KA_Chikkamagaluru,15,77354,34158
KA_Chikkamagaluru,16,49337,75384
KA_Chitradurga,10,8961,0
KA_Chitradurga,11,13105,8153
KA_Chitradurga,12,130510,6244
KA_Chitradurga,13,88413,55627
KA_Chitradurga,14,108636,18037
KA_Chitradurga,15,155076,36325
KA_Chitradurga,16,116945,87933
KA_Dakshina Kannada,10,28739,0
KA_Dakshina Kannada,11,20971,23450
KA_Dakshina Kannada,12,143237,14107
KA_Dakshina Kannada,13,95351,53997
KA_Dakshina Kannada,14,171408,35486
KA_Dakshina Kannada,15,326257,84284
KA_Dakshina Kannada,16,207416,100715
KA_Davanagere,10,9564,0
KA_Davanagere,11,15499,7278
KA_Davanagere,12,100107,6029
KA_Davanagere,13,63523,38031
KA_Davanagere,14,129170,19204
KA_Davanagere,15,193827,32279
KA_Davanagere,16,103341,51192
KA_Dharwad,10,12582,0
KA_Dharwad,11,18883,10659
KA_Dharwad,12,143033,7470
KA_Dharwad,13,64005,50476
KA_Dharwad,14,90474,5919
KA_Dharwad,15,243295,55531
KA_Dharwad,16,155346,72213
KA_Gadag,10,6679,1
KA_Gadag,11,11746,4231
KA_Gadag,12,92364,6078
KA_Gadag,13,43909,35522
KA_Gadag,14,55743,14709
KA_Gadag,15,88401,25170
KA_Gadag,16,73313,38510
KA_Hassan,10,12969,0
KA_Hassan,11,16936,8619
KA_Hassan,12,143144,9058
KA_Hassan,13,123762,51621
KA_Hassan,14,99575,22988
KA_Hassan,15,173123,35625
KA_Hassan,16,117142,100746
KA_Haveri,10,5481,0
KA_Haveri,11,6224,4020
KA_Haveri,12,90389,3704
KA_Haveri,13,38425,20527
KA_Haveri,14,47235,9235
KA_Haveri,15,136240,28121
KA_Haveri,16,142306,50431
KA_Kalaburagi,10,12054,0
KA_Kalaburagi,11,12333,8021
KA_Kalaburagi,12,128343,7391
KA_Kalaburagi,13,66886,37293
KA_Kalaburagi,14,101986,12533
KA_Kalaburagi,15,249025,50146
KA_Kalaburagi,16,177088,68692
KA_Kodagu,10,3777,0
KA_Kodagu,11,6937,4093
KA_Kodagu,12,50443,2539
KA_Kodagu,13,32399,22557
KA_Kodagu,14,51728,5583
KA_Kodagu,15,53548,16684
KA_Kodagu,16,40534,36615
KA_Kolar,10,10381,0
KA_Kolar,11,10021,7255
KA_Kolar,12,112140,5491
KA_Kolar,13,67722,42406
KA_Kolar,14,244855,22753
KA_Kolar,15,135056,29275
KA_Kolar,16,105177,53687
KA_Koppal,10,7475,11
KA_Koppal,11,6699,3700
KA_Koppal,12,132630,4604
KA_Koppal,13,60236,42653
KA_Koppal,14,82061,9502
KA_Koppal,15,104180,28821
KA_Koppal,16,92709,47923
KA_Mandya,10,9555,0
KA_Mandya,11,16130,8539
KA_Mandya,12,166098,6669
KA_Mandya,13,84810,56586
KA_Mandya,14,126053,20933
KA_Mandya,15,191442,39936
KA_Mandya,16,145382,78500
KA_Mysuru,10,25102,0
KA_Mysuru,11,28752,19631
KA_Mysuru,12,342276,17356
KA_Mysuru,13,272372,113335
KA_Mysuru,14,173311,13161
KA_Mysuru,15,340017,121765
KA_Mysuru,16,254492,218102
KA_Raichur,10,9942,0
KA_Raichur,11,11344,8028
KA_Raichur,12,113282,4650
KA_Raichur,13,42751,33802
KA_Raichur,14,112740,24163
KA_Raichur,15,159368,26869
KA_Raichur,16,123344,46247
KA_Ramanagara,10,6604,0
KA_Ramanagara,11,8083,4925
KA_Ramanagara,12,119266,3817
KA_Ramanagara,13,65176,34286
KA_Ramanagara,14,93976,21654
KA_Ramanagara,15,120622,44131
KA_Ramanagara,16,69970,75036
KA_Shivamogga,10,12982,0
KA_Shivamogga,11,13307,9572
KA_Shivamogga,12,125636,6978
KA_Shivamogga,13,93369,41349
KA_Shivamogga,14,134451,17294
KA_Shivamogga,15,175701,49791
KA_Shivamogga,16,100114,87344
KA_Tumakuru,10,16146,0
KA_Tumakuru,11,42244,15839
KA_Tumakuru,12,168440,14686
KA_Tumakuru,13,125098,76960
KA_Tumakuru,14,198138,12031
KA_Tumakuru,15,291152,54970
KA_Tumakuru,16,174750,101069
KA_Udupi,10,17264,0
KA_Udupi,11,15350,14314
KA_Udupi,12,120699,8779
KA_Udupi,13,52853,37752
KA_Udupi,14,119375,31417
KA_Udupi,15,156860,74219
KA_Udupi,16,118310,54168
KA_Uttara Kannada,10,12605,0
KA_Uttara Kannada,11,17344,10821
KA_Uttara Kannada,12,139142,9525
KA_Uttara Kannada,13,56294,39600
KA_Uttara Kannada,14,118182,9169
KA_Uttara Kannada,15,126199,44071
KA_Uttara Kannada,16,96764,83544
KA_Vijayapura,10,11160,0
KA_Vijayapura,11,11729,6547
KA_Vijayapura,12,156797,6178
KA_Vijayapura,13,67328,38884
KA_Vijayapura,14,77767,23088
KA_Vijayapura,15,220839,43808
KA_Vijayapura,16,179398,61169
KA_Yadgir,10,4704,0
KA_Yadgir,11,6883,3167
KA_Yadgir,12,79414,2288
KA_Yadgir,13,37684,25321
KA_Yadgir,14,68473,9627
KA_Yadgir,15,90281,21516
KA_Yadgir,16,75572,60815
KL_Alappuzha,10,17115,0
KL_Alappuzha,11,67126,15701
KL_Alappuzha,12,258718,16931
KL_Alappuzha,13,83672,106767
KL_Alappuzha,14,148760,11867
KL_Alappuzha,15,106765,171653
KL_Alappuzha,16,345396,125768
KL_Ernakulam,10,59128,0
KL_Ernakulam,11,60357,39744
KL_Ernakulam,12,436653,42091
KL_Ernakulam,13,154237,130550
KL_Ernakulam,14,356879,46995
KL_Ernakulam,15,544885,206087
KL_Ernakulam,16,611608,279808
KL_Idukki,10,7110,0
KL_Idukki,11,22366,7106
KL_Idukki,12,108959,10377
KL_Idukki,13,79751,42574
KL_Idukki,14,109432,10989
KL_Idukki,15,85358,55519
KL_Idukki,16,208963,89474
KL_Kannur,10,27253,0
KL_Kannur,11,53426,22080
KL_Kannur,12,256903,19060
KL_Kannur,13,111302,103475
KL_Kannur,14,228255,14697
KL_Kannur,15,126601,196422
KL_Kannur,16,429063,148931
KL_Kasaragod,10,7990,45
KL_Kasaragod,11,40083,5580
KL_Kasaragod,12,112264,8340
KL_Kasaragod,13,106039,67827
KL_Kasaragod,14,131202,9570
KL_Kasaragod,15,85853,74698
KL_Kasaragod,16,159898,115627
KL_Kollam,10,19357,0
KL_Kollam,11,35321,17701
KL_Kollam,12,300318,15947
KL_Kollam,13,113197,128798
KL_Kollam,14,230881,24659
KL_Kollam,15,177457,177041
KL_Kollam,16,440187,141489
KL_Kottayam,10,24886,0
KL_Kottayam,11,39436,20977
KL_Kottayam,12,252663,21392
KL_Kottayam,13,99236,74621
KL_Kottayam,14,164336,25802
KL_Kottayam,15,126108,136524
KL_Kottayam,16,358432,140043
KL_Kozhikode,10,28829,0
KL_Kozhikode,11,59751,24684
KL_Kozhikode,12,283144,24974
KL_Kozhikode,13,171535,117167
KL_Kozhikode,14,279614,23144
KL_Kozhikode,15,240114,188058
KL_Kozhikode,16,443666,207872
KL_Malappuram,10,21429,0
KL_Malappuram,11,53195,17182
KL_Malappuram,12,277207,14419
KL_Malappuram,13,154026,95556
KL_Malappuram,14,251825,24334
KL_Malappuram,15,244234,186733
KL_Malappuram,16,390718,223494
KL_Palakkad,10,23166,0
KL_Palakkad,11,49615,16669
KL_Palakkad,12,252424,24755
KL_Palakkad,13,71366,101545
KL_Palakkad,14,165725,12839
KL_Palakkad,15,191755,151096
KL_Palakkad,16,455233,114170
KL_Pathanamthitta,10,16386,0
KL_Pathanamthitta,11,60558,16494
KL_Pathanamthitta,12,205771,14045
KL_Pathanamthitta,13,78790,102440
KL_Pathanamthitta,14,130289,13602
KL_Pathanamthitta,15,123576,121184
KL_Pathanamthitta,16,264054,114294
KL_Thiruvananthapuram,10,43525,0
KL_Thiruvananthapuram,11,91251,37087
KL_Thiruvananthapuram,12,462197,32973
KL_Thiruvananthapuram,13,119222,180348
KL_Thiruvananthapuram,14,356121,43210
KL_Thiruvananthapuram,15,304958,240754
KL_Thiruvananthapuram,16,578434,209488
KL_Thrissur,10,34085,0
KL_Thrissur,11,39121,29529
KL_Thrissur,12,394837,21476
KL_Thrissur,13,145555,105362
KL_Thrissur,14,196775,24623
KL_Thrissur,15,201564,192275
KL_Thrissur,16,592079,257829
KL_Wayanad,10,10148,0
KL_Wayanad,11,33632,9829
KL_Wayanad,12,82470,10125
KL_Wayanad,13,72253,55115
KL_Wayanad,14,113505,12275
KL_Wayanad,15,74697,52275
KL_Wayanad,16,216082,71143
LA_Kargil,10,1134,0
LA_Kargil,11,8776,1180
LA_Kargil,12,16902,1496
LA_Kargil,13,8389,11845
LA_Kargil,14,31144,86
LA_Kargil,15,14365,10760
LA_Kargil,16,2096,4631
LA_Leh,10,1697,71
LA_Leh,11,19700,1655
LA_Leh,12,18604,4690
LA_Leh,13,10486,16175
LA_Leh,14,38175,195
LA_Leh,15,14978,13564
LA_Leh,16,3089,6477
LD_Lakshadweep,10,1575,0
LD_Lakshadweep,11,1443,888
LD_Lakshadweep,12,9452,1917
LD_Lakshadweep,13,8970,3996
LD_Lakshadweep,14,19143,293
LD_Lakshadweep,15,8101,4790
LD_Lakshadweep,16,2994,5991
MH_Ahmednagar,10,23695,0
MH_Ahmednagar,11,37812,14660
MH_Ahmednagar,12,231888,17761
MH_Ahmednagar,13,167406,91621
MH_Ahmednagar,14,149097,50704
MH_Ahmednagar,15,215105,85131
MH_Ahmednagar,16,186758,138155
MH_Akola,10,8556,0
MH_Akola,11,16944,4250
MH_Akola,12,93971,11493
MH_Akola,13,84163,38319
MH_Akola,14,67821,23397
MH_Akola,15,117227,39115
MH_Akola,16,42551,50581
MH_Amravati,10,15514,0
MH_Amravati,11,26795,8666
MH_Amravati,12,145960,11065
MH_Amravati,13,109058,67440
MH_Amravati,14,118936,45971
MH_Amravati,15,140487,45289
MH_Amravati,16,135177,73403
MH_Aurangabad,10,16613,0
MH_Aurangabad,11,43677,10081
MH_Aurangabad,12,229962,14025
MH_Aurangabad,13,132918,93352
MH_Aurangabad,14,100427,15990
MH_Aurangabad,15,261140,87243
MH_Aurangabad,16,212788,112534
MH_Beed,10,8169,0
MH_Beed,11,25521,4908
MH_Beed,12,105944,12188
MH_Beed,13,110664,51035
MH_Beed,14,89244,23297
MH_Beed,15,159552,37394
MH_Beed,16,111913,61788
MH_Bhandara,10,7461,0
MH_Bhandara,11,21542,6274
MH_Bhandara,12,126486,12877
MH_Bhandara,13,54535,39369
MH_Bhandara,14,17142,28473
MH_Bhandara,15,129443,30669
MH_Bhandara,16,109690,36089
MH_Buldhana,10,8927,0
MH_Buldhana,11,19298,5713
MH_Buldhana,12,146458,10287
MH_Buldhana,13,113812,59372
MH_Buldhana,14,91682,32051
MH_Buldhana,15,143975,50560
MH_Buldhana,16,134270,71368
MH_Chandrapur,10,15162,0
MH_Chandrapur,11,19299,9949
MH_Chandrapur,12,121649,8191
MH_Chandrapur,13,87808,40946
MH_Chandrapur,14,100092,18648
MH_Chandrapur,15,110677,33325
MH_Chandrapur,16,126939,57976
MH_Dhule,10,9097,25
MH_Dhule,11,16080,4690
MH_Dhule,12,93597,7236
MH_Dhule,13,92172,36584
MH_Dhule,14,75330,31706
MH_Dhule,15,154907,36405
MH_Dhule,16,93105,52456
MH_Gadchiroli,10,8863,0
MH_Gadchiroli,11,8850,4501
MH_Gadchiroli,12,35999,6277
MH_Gadchiroli,13,49094,13729
MH_Gadchiroli,14,45870,15731
MH_Gadchiroli,15,104522,8461
MH_Gadchiroli,16,33802,20656
MH_Gondia,10,7634,0
MH_Gondia,11,20582,4770
MH_Gondia,12,84844,7313
MH_Gondia,13,53386,25025
MH_Gondia,14,98745,39019
MH_Gondia,15,174910,27124
MH_Gondia,16,116094,40828
MH_Hingoli,10,4789,0
MH_Hingoli,11,11305,2954
MH_Hingoli,12,30248,3464
MH_Hingoli,13,41546,17941
MH_Hingoli,14,33955,7119
MH_Hingoli,15,80196,10316
MH_Hingoli,16,42628,17159
MH_Jalgaon,10,13331,7
MH_Jalgaon,11,37422,8758
MH_Jalgaon,12,144437,14152
MH_Jalgaon,13,166637,86063
MH_Jalgaon,14,140989,30415
MH_Jalgaon,15,188362,48822
MH_Jalgaon,16,140617,83577
MH_Jalna,10,9417,0
MH_Jalna,11,19130,5865
MH_Jalna,12,80255,8811
MH_Jalna,13,112868,31874
MH_Jalna,14,70142,21370
MH_Jalna,15,153840,28134
MH_Jalna,16,78448,61802
MH_Kolhapur,10,21408,0
MH_Kolhapur,11,63587,12444
MH_Kolhapur,12,542366,30660
MH_Kolhapur,13,290153,171850
MH_Kolhapur,14,93576,25831
MH_Kolhapur,15,92426,199842
MH_Kolhapur,16,178263,259402
MH_Latur,10,9768,0
MH_Latur,11,24457,6533
MH_Latur,12,128371,9112
MH_Latur,13,102484,50799
MH_Latur,14,84473,28082
MH_Latur,15,157414,42125
MH_Latur,16,108153,66387
MH_Mumbai,10,114319,1
MH_Mumbai,11,219801,77409
MH_Mumbai,12,1265252,139520
MH_Mumbai,13,549524,513350
MH_Mumbai,14,1312737,104197
MH_Mumbai,15,1541832,598545
MH_Mumbai,16,1166276,642532
MH_Nagpur,10,28277,1
MH_Nagpur,11,101400,19902
MH_Nagpur,12,568201,31786
MH_Nagpur,13,232492,195133
MH_Nagpur,14,139002,49222
MH_Nagpur,15,436098,185630
MH_Nagpur,16,467189,216877
MH_Nanded,10,9157,48
MH_Nanded,11,25850,5873
MH_Nanded,12,180399,9474
MH_Nanded,13,115126,47020
MH_Nanded,14,32795,39762
MH_Nanded,15,187876,50278
MH_Nanded,16,125081,72863
MH_Nandurbar,10,8444,12
MH_Nandurbar,11,12695,6051
MH_Nandurbar,12,47054,9773
MH_Nandurbar,13,91974,26074
MH_Nandurbar,14,108090,13571
MH_Nandurbar,15,112938,14405
MH_Nandurbar,16,45697,38624
MH_Nashik,10,29318,0
MH_Nashik,11,76283,17869
MH_Nashik,12,331296,32543
MH_Nashik,13,259064,144490
MH_Nashik,14,184055,40072
MH_Nashik,15,376521,121708
MH_Nashik,16,297630,191589
MH_Osmanabad,10,6308,0
MH_Osmanabad,11,12556,4640
MH_Osmanabad,12,74129,6825
MH_Osmanabad,13,67403,25121
MH_Osmanabad,14,86269,18193
MH_Osmanabad,15,84228,24399
MH_Osmanabad,16,40629,45998
MH_Palghar,10,17505,0
MH_Palghar,11,26491,10899
MH_Palghar,12,86754,9522
MH_Palghar,13,123244,45443
MH_Palghar,14,108659,15615
MH_Palghar,15,128885,40888
MH_Palghar,16,110759,94120
MH_Parbhani,10,5620,0
MH_Parbhani,11,17865,3199
MH_Parbhani,12,75791,5016
MH_Parbhani,13,91736,31385
MH_Parbhani,14,49325,21445
MH_Parbhani,15,139619,32745
MH_Parbhani,16,69685,53875
MH_Pune,10,60228,45
MH_Pune,11,148041,36884
MH_Pune,12,1245981,85780
MH_Pune,13,613702,416252
MH_Pune,14,746083,98996
MH_Pune,15,1369667,554467
MH_Pune,16,913974,580458
MH_Raigad,10,10264,1
MH_Raigad,11,23963,5985
MH_Raigad,12,117573,10950
MH_Raigad,13,124623,54298
MH_Raigad,14,187708,17733
MH_Raigad,15,150399,50178
MH_Raigad,16,138139,106721
MH_Ratnagiri,10,9295,0
MH_Ratnagiri,11,16440,6922
MH_Ratnagiri,12,61859,6859
MH_Ratnagiri,13,91817,34638
MH_Ratnagiri,14,91781,25047
MH_Ratnagiri,15,92873,21660
MH_Ratnagiri,16,54897,40923
MH_Sangli,10,16467,0
MH_Sangli,11,32798,10926
MH_Sangli,12,288458,13147
MH_Sangli,13,221717,88447
MH_Sangli,14,84934,19586
MH_Sangli,15,138863,100336
MH_Sangli,16,238680,196814
MH_Satara,10,24432,1
MH_Satara,11,37631,15541
MH_Satara,12,279483,25349
MH_Satara,13,246828,64939
MH_Satara,14,100089,26362
MH_Satara,15,141571,102927
MH_Satara,16,196473,205533
MH_Sindhudurg,10,5882,0
MH_Sindhudurg,11,11989,3969
MH_Sindhudurg,12,41565,4964
MH_Sindhudurg,13,75393,25808
MH_Sindhudurg,14,51646,16895
MH_Sindhudurg,15,61685,15845
MH_Sindhudurg,16,43545,39989
MH_Solapur,10,25462,0
MH_Solapur,11,31753,13070
MH_Solapur,12,154862,17611
MH_Solapur,13,156675,67199
